District,County,FY,DC Case Category,DC Case Type,Filing/Disposition Type,Count,Count Description
2,Wicomico,FY2019,Motor Vehicle,DUI/DWI,Not Guilty,7,Disposition
2,Wicomico,FY2019,Criminal,Criminal,Dismissed,12,Disposition
2,Wicomico,FY2019,Criminal,Criminal,Other,13,Disposition
2,Wicomico,FY2019,Criminal,Criminal,Guilty,834,Disposition
2,Wicomico,FY2019,Misc,Civil Citations,All Disposition Manner,569,Disposition
2,Wicomico,FY2019,Misc,Municipal Infractions,All Disposition Manner,184,Disposition
2,Wicomico,FY2019,Criminal,Criminal,Nolle Prosequi,1041,Disposition
2,Wicomico,FY2019,Criminal,Criminal,Not Guilty,202,Disposition
2,Wicomico,FY2019,Criminal,Criminal,Jury Trial Prayer,160,Disposition
2,Wicomico,FY2019,Criminal,Criminal,Forwarded to Circuit Court,429,Disposition
2,Wicomico,FY2019,Criminal,Criminal,Stet,230,Disposition
2,Wicomico,FY2019,Criminal,Criminal,Probation Before Judgment,260,Disposition
2,Wicomico,FY2019,Civil,Civil,All Judgements,4620,Disposition
2,Wicomico,FY2019,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,195,Disposition
2,Wicomico,FY2019,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,113,Disposition
2,Wicomico,FY2019,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,325,Disposition
2,Wicomico,FY2019,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,159,Disposition
2,Wicomico,FY2019,Motor Vehicle,Parking & Red Light,All Disposition Manner,119,Disposition
2,Wicomico,FY2019,Misc,Emergency Evaluations,Granted,37,Disposition
2,Wicomico,FY2020,Misc,Municipal Infractions,ALL,121,Filing
2,Wicomico,FY2020,Misc,Civil Citations,ALL,486,Filing
2,Wicomico,FY2020,Civil,Civil,ALL,6082,Filing
2,Wicomico,FY2020,Landlord Tenant,Landlord Tenant,ALL,8799,Filing
2,Wicomico,FY2020,Criminal,Fugitive Warrants,ALL,98,Filing
2,Wicomico,FY2020,Criminal,Criminal,ALL,2805,Filing
2,Wicomico,FY2020,Misc,Emergency Evaluations,ALL,39,Filing
2,Wicomico,FY2020,Motor Vehicle,Payable & Must Appear,ALL,10955,Filing
2,Wicomico,FY2020,Motor Vehicle,DUI/DWI,ALL,549,Filing
2,Wicomico,FY2020,Peace Order & Domestic Violence,Domestic Violence,ALL,586,Filing
2,Wicomico,FY2020,Peace Order & Domestic Violence,Peace Order ,ALL,293,Filing
2,Wicomico,FY2020,Motor Vehicle,Parking & Red Light,ALL,111,Filing
2,Wicomico,FY2020,Motor Vehicle,Payable & Must Appear,Miscellaneous,1740,Disposition
2,Wicomico,FY2020,Motor Vehicle,Payable & Must Appear,Paid,6293,Disposition
2,Wicomico,FY2020,Motor Vehicle,Payable & Must Appear,Tried,1378,Disposition
2,Wicomico,FY2020,Motor Vehicle,DUI/DWI,Stet,14,Disposition
2,Wicomico,FY2020,Motor Vehicle,DUI/DWI,Probation Before Judgment,168,Disposition
2,Wicomico,FY2020,Motor Vehicle,DUI/DWI,Not Guilty,7,Disposition
2,Wicomico,FY2020,Motor Vehicle,DUI/DWI,Nolle Prosequi,63,Disposition
2,Wicomico,FY2020,Motor Vehicle,DUI/DWI,Guilty,132,Disposition
2,Wicomico,FY2020,Motor Vehicle,DUI/DWI,Jury Trial Prayer,26,Disposition
2,Wicomico,FY2020,Motor Vehicle,DUI/DWI,Other,6,Disposition
2,Wicomico,FY2020,Criminal,Criminal,Nolle Prosequi,1080,Disposition
2,Wicomico,FY2020,Criminal,Criminal,Dismissed,11,Disposition
2,Wicomico,FY2020,Criminal,Criminal,Jury Trial Prayer,89,Disposition
2,Wicomico,FY2020,Criminal,Criminal,Probation Before Judgment,128,Disposition
2,Wicomico,FY2020,Misc,Municipal Infractions,All Disposition Manner,92,Disposition
2,Wicomico,FY2020,Criminal,Criminal,Other,24,Disposition
2,Wicomico,FY2020,Misc,Civil Citations,All Disposition Manner,376,Disposition
2,Wicomico,FY2020,Criminal,Criminal,Not Guilty,65,Disposition
2,Wicomico,FY2020,Criminal,Criminal,Guilty,479,Disposition
2,Wicomico,FY2020,Criminal,Criminal,Stet,243,Disposition
2,Wicomico,FY2020,Criminal,Criminal,Forwarded to Circuit Court,352,Disposition
2,Wicomico,FY2020,Civil,Civil,All Judgements,3724,Disposition
2,Wicomico,FY2020,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,220,Disposition
2,Wicomico,FY2020,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,101,Disposition
2,Wicomico,FY2020,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,331,Disposition
2,Wicomico,FY2020,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,183,Disposition
2,Wicomico,FY2020,Motor Vehicle,Parking & Red Light,All Disposition Manner,111,Disposition
2,Wicomico,FY2020,Misc,Emergency Evaluations,Granted,36,Disposition
2,Wicomico,FY2021,Criminal,Criminal,ALL,2264,Filing
2,Wicomico,FY2021,Landlord Tenant,Landlord Tenant,ALL,5529,Filing
2,Wicomico,FY2021,Misc,Municipal Infractions,ALL,160,Filing
2,Wicomico,FY2021,Criminal,Fugitive Warrants,ALL,54,Filing
2,Wicomico,FY2021,Misc,Emergency Evaluations,ALL,53,Filing
2,Wicomico,FY2021,Misc,Civil Citations,ALL,455,Filing
2,Wicomico,FY2021,Civil,Civil,ALL,4124,Filing
2,Wicomico,FY2021,Motor Vehicle,Payable & Must Appear,ALL,9603,Filing
2,Wicomico,FY2021,Motor Vehicle,DUI/DWI,ALL,527,Filing
2,Wicomico,FY2021,Peace Order & Domestic Violence,Domestic Violence,ALL,566,Filing
2,Wicomico,FY2021,Peace Order & Domestic Violence,Peace Order ,ALL,331,Filing
2,Wicomico,FY2021,Motor Vehicle,Parking & Red Light,ALL,128,Filing
2,Wicomico,FY2021,Motor Vehicle,Payable & Must Appear,Miscellaneous,1561,Disposition
2,Wicomico,FY2021,Motor Vehicle,Payable & Must Appear,Paid,6014,Disposition
2,Wicomico,FY2021,Motor Vehicle,Payable & Must Appear,Tried,690,Disposition
2,Wicomico,FY2021,Motor Vehicle,DUI/DWI,Probation Before Judgment,193,Disposition
2,Wicomico,FY2021,Motor Vehicle,DUI/DWI,Nolle Prosequi,67,Disposition
2,Wicomico,FY2021,Motor Vehicle,DUI/DWI,Other,12,Disposition
2,Wicomico,FY2021,Motor Vehicle,DUI/DWI,Guilty,135,Disposition
2,Wicomico,FY2021,Motor Vehicle,DUI/DWI,Jury Trial Prayer,29,Disposition
2,Wicomico,FY2021,Motor Vehicle,DUI/DWI,Not Guilty,5,Disposition
2,Wicomico,FY2021,Motor Vehicle,DUI/DWI,Stet,9,Disposition
2,Wicomico,FY2021,Motor Vehicle,DUI/DWI,Dismissed,2,Disposition
2,Wicomico,FY2021,Misc,Municipal Infractions,All Disposition Manner,138,Disposition
2,Wicomico,FY2021,Criminal,Criminal,Jury Trial Prayer,70,Disposition
2,Wicomico,FY2021,Criminal,Criminal,Not Guilty,68,Disposition
2,Wicomico,FY2021,Criminal,Criminal,Probation Before Judgment,120,Disposition
2,Wicomico,FY2021,Criminal,Criminal,Stet,352,Disposition
2,Wicomico,FY2021,Misc,Civil Citations,All Disposition Manner,529,Disposition
2,Wicomico,FY2021,Criminal,Criminal,Guilty,406,Disposition
2,Wicomico,FY2021,Criminal,Criminal,Forwarded to Circuit Court,506,Disposition
2,Wicomico,FY2021,Criminal,Criminal,Dismissed,13,Disposition
2,Wicomico,FY2021,Criminal,Criminal,Nolle Prosequi,986,Disposition
2,Wicomico,FY2021,Criminal,Criminal,Other,29,Disposition
2,Wicomico,FY2021,Civil,Civil,All Judgements,3517,Disposition
2,Wicomico,FY2021,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,225,Disposition
2,Wicomico,FY2021,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,134,Disposition
2,Wicomico,FY2021,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,265,Disposition
2,Wicomico,FY2021,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,178,Disposition
2,Wicomico,FY2021,Motor Vehicle,Parking & Red Light,All Disposition Manner,128,Disposition
2,Wicomico,FY2021,Misc,Emergency Evaluations,Granted,52,Disposition
2,Wicomico,FY2022,Criminal,Criminal,ALL,2439,Filing
2,Wicomico,FY2022,Landlord Tenant,Landlord Tenant,ALL,4903,Filing
2,Wicomico,FY2022,Civil,Civil,ALL,4764,Filing
2,Wicomico,FY2022,Misc,Emergency Evaluations,ALL,43,Filing
2,Wicomico,FY2022,Misc,Municipal Infractions,ALL,285,Filing
2,Wicomico,FY2022,Misc,Civil Citations,ALL,343,Filing
2,Wicomico,FY2022,Criminal,Fugitive Warrants,ALL,103,Filing
2,Wicomico,FY2022,Motor Vehicle,Payable & Must Appear,ALL,8871,Filing
2,Wicomico,FY2022,Motor Vehicle,DUI/DWI,ALL,470,Filing
2,Wicomico,FY2022,Peace Order & Domestic Violence,Domestic Violence,ALL,470,Filing
2,Wicomico,FY2022,Peace Order & Domestic Violence,Peace Order ,ALL,329,Filing
2,Wicomico,FY2022,Motor Vehicle,Parking & Red Light,ALL,60,Filing
2,Wicomico,FY2022,Motor Vehicle,Payable & Must Appear,Tried,1422,Disposition
2,Wicomico,FY2022,Motor Vehicle,DUI/DWI,Nolle Prosequi,72,Disposition
2,Wicomico,FY2022,Motor Vehicle,Payable & Must Appear,Miscellaneous,3359,Disposition
2,Wicomico,FY2022,Motor Vehicle,Payable & Must Appear,Paid,5708,Disposition
2,Wicomico,FY2022,Motor Vehicle,DUI/DWI,Probation Before Judgment,220,Disposition
2,Wicomico,FY2022,Motor Vehicle,DUI/DWI,Stet,23,Disposition
2,Wicomico,FY2022,Motor Vehicle,DUI/DWI,Guilty,174,Disposition
2,Wicomico,FY2022,Motor Vehicle,DUI/DWI,Not Guilty,10,Disposition
2,Wicomico,FY2022,Motor Vehicle,DUI/DWI,Jury Trial Prayer,37,Disposition
2,Wicomico,FY2022,Motor Vehicle,DUI/DWI,Other,12,Disposition
2,Wicomico,FY2022,Motor Vehicle,DUI/DWI,Dismissed,1,Disposition
2,Wicomico,FY2022,Criminal,Criminal,Guilty,433,Disposition
2,Wicomico,FY2022,Criminal,Criminal,Other,25,Disposition
2,Wicomico,FY2022,Criminal,Criminal,Not Guilty,55,Disposition
2,Wicomico,FY2022,Criminal,Criminal,Jury Trial Prayer,67,Disposition
2,Wicomico,FY2022,Criminal,Criminal,Dismissed,6,Disposition
2,Wicomico,FY2022,Criminal,Criminal,Forwarded to Circuit Court,397,Disposition
2,Wicomico,FY2022,Criminal,Criminal,Nolle Prosequi,1007,Disposition
2,Wicomico,FY2022,Misc,Civil Citations,All Disposition Manner,363,Disposition
2,Wicomico,FY2022,Criminal,Criminal,Probation Before Judgment,126,Disposition
2,Wicomico,FY2022,Misc,Municipal Infractions,All Disposition Manner,302,Disposition
2,Wicomico,FY2022,Criminal,Criminal,Stet,485,Disposition
2,Wicomico,FY2022,Civil,Civil,All Judgements,4003,Disposition
2,Wicomico,FY2022,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,171,Disposition
2,Wicomico,FY2022,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,108,Disposition
2,Wicomico,FY2022,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,258,Disposition
2,Wicomico,FY2022,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,222,Disposition
2,Wicomico,FY2022,Motor Vehicle,Parking & Red Light,All Disposition Manner,60,Disposition
2,Wicomico,FY2022,Misc,Emergency Evaluations,Granted,41,Disposition
2,Wicomico,FY2023,Civil,Civil,ALL,6884,Filing
2,Wicomico,FY2023,Criminal,Criminal,ALL,2394,Filing
2,Wicomico,FY2023,Misc,Civil Citations,ALL,280,Filing
2,Wicomico,FY2023,Misc,Emergency Evaluations,ALL,69,Filing
2,Wicomico,FY2023,Landlord Tenant,Landlord Tenant,ALL,5828,Filing
2,Wicomico,FY2023,Misc,Municipal Infractions,ALL,215,Filing
2,Wicomico,FY2023,Criminal,Fugitive Warrants,ALL,84,Filing
2,Wicomico,FY2023,Motor Vehicle,Payable & Must Appear,ALL,9103,Filing
2,Wicomico,FY2023,Motor Vehicle,DUI/DWI,ALL,506,Filing
2,Wicomico,FY2023,Peace Order & Domestic Violence,Domestic Violence,ALL,661,Filing
2,Wicomico,FY2023,Peace Order & Domestic Violence,Peace Order ,ALL,437,Filing
2,Wicomico,FY2023,Motor Vehicle,Parking & Red Light,ALL,29,Filing
2,Wicomico,FY2023,Motor Vehicle,Payable & Must Appear,Tried,1288,Disposition
2,Wicomico,FY2023,Motor Vehicle,Payable & Must Appear,Miscellaneous,2466,Disposition
2,Wicomico,FY2023,Motor Vehicle,Payable & Must Appear,Paid,5337,Disposition
2,Wicomico,FY2023,Motor Vehicle,DUI/DWI,Probation Before Judgment,216,Disposition
2,Wicomico,FY2023,Motor Vehicle,DUI/DWI,Stet,13,Disposition
2,Wicomico,FY2023,Motor Vehicle,DUI/DWI,Nolle Prosequi,65,Disposition
2,Wicomico,FY2023,Motor Vehicle,DUI/DWI,Guilty,232,Disposition
2,Wicomico,FY2023,Motor Vehicle,DUI/DWI,Jury Trial Prayer,49,Disposition
2,Wicomico,FY2023,Motor Vehicle,DUI/DWI,Dismissed,3,Disposition
2,Wicomico,FY2023,Motor Vehicle,DUI/DWI,Not Guilty,6,Disposition
2,Wicomico,FY2023,Motor Vehicle,DUI/DWI,Other,6,Disposition
2,Wicomico,FY2023,Misc,Municipal Infractions,All Disposition Manner,207,Disposition
2,Wicomico,FY2023,Criminal,Criminal,Not Guilty,70,Disposition
2,Wicomico,FY2023,Misc,Civil Citations,All Disposition Manner,290,Disposition
2,Wicomico,FY2023,Criminal,Criminal,Jury Trial Prayer,63,Disposition
2,Wicomico,FY2023,Criminal,Criminal,Probation Before Judgment,129,Disposition
2,Wicomico,FY2023,Criminal,Criminal,Guilty,419,Disposition
2,Wicomico,FY2023,Criminal,Criminal,Dismissed,11,Disposition
2,Wicomico,FY2023,Criminal,Criminal,Stet,452,Disposition
2,Wicomico,FY2023,Criminal,Criminal,Other,28,Disposition
2,Wicomico,FY2023,Criminal,Criminal,Forwarded to Circuit Court,390,Disposition
2,Wicomico,FY2023,Criminal,Criminal,Nolle Prosequi,993,Disposition
2,Wicomico,FY2023,Civil,Civil,All Judgements,4338,Disposition
2,Wicomico,FY2023,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,248,Disposition
2,Wicomico,FY2023,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,159,Disposition
2,Wicomico,FY2023,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,370,Disposition
2,Wicomico,FY2023,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,258,Disposition
2,Wicomico,FY2023,Motor Vehicle,Parking & Red Light,All Disposition Manner,29,Disposition
2,Wicomico,FY2023,Misc,Emergency Evaluations,Granted,60,Disposition
2,Wicomico,FY2024,Misc,Civil Citations,ALL,45,Filing
2,Wicomico,FY2024,Misc,Municipal Infractions,ALL,100,Filing
2,Wicomico,FY2024,Criminal,Criminal,ALL,2462,Filing
2,Wicomico,FY2024,Misc,Emergency Evaluations,ALL,68,Filing
2,Wicomico,FY2024,Civil,Civil,ALL,6396,Filing
2,Wicomico,FY2024,Criminal,Fugitive Warrants,ALL,107,Filing
2,Wicomico,FY2024,Landlord Tenant,Landlord Tenant,ALL,6720,Filing
2,Wicomico,FY2024,Motor Vehicle,Payable & Must Appear,ALL,10390,Filing
2,Wicomico,FY2024,Motor Vehicle,DUI/DWI,ALL,640,Filing
2,Wicomico,FY2024,Peace Order & Domestic Violence,Domestic Violence,ALL,624,Filing
2,Wicomico,FY2024,Peace Order & Domestic Violence,Peace Order ,ALL,451,Filing
2,Wicomico,FY2024,Motor Vehicle,Parking & Red Light,ALL,42,Filing
2,Wicomico,FY2024,Motor Vehicle,Payable & Must Appear,Paid,5994,Disposition
2,Wicomico,FY2024,Motor Vehicle,Payable & Must Appear,Miscellaneous,2229,Disposition
2,Wicomico,FY2024,Motor Vehicle,Payable & Must Appear,Tried,1539,Disposition
2,Wicomico,FY2024,Motor Vehicle,DUI/DWI,Guilty,185,Disposition
2,Wicomico,FY2024,Motor Vehicle,DUI/DWI,Stet,12,Disposition
2,Wicomico,FY2024,Motor Vehicle,DUI/DWI,Probation Before Judgment,270,Disposition
2,Wicomico,FY2024,Motor Vehicle,DUI/DWI,Other,17,Disposition
2,Wicomico,FY2024,Motor Vehicle,DUI/DWI,Nolle Prosequi,51,Disposition
2,Wicomico,FY2024,Motor Vehicle,DUI/DWI,Jury Trial Prayer,35,Disposition
2,Wicomico,FY2024,Motor Vehicle,DUI/DWI,Not Guilty,24,Disposition
2,Wicomico,FY2024,Criminal,Criminal,Other,18,Disposition
2,Wicomico,FY2024,Misc,Municipal Infractions,All Disposition Manner,129,Disposition
2,Wicomico,FY2024,Criminal,Criminal,Probation Before Judgment,213,Disposition
2,Wicomico,FY2024,Criminal,Criminal,Not Guilty,137,Disposition
2,Wicomico,FY2024,Criminal,Criminal,Jury Trial Prayer,92,Disposition
2,Wicomico,FY2024,Criminal,Criminal,Nolle Prosequi,758,Disposition
2,Wicomico,FY2024,Criminal,Criminal,Forwarded to Circuit Court,357,Disposition
2,Wicomico,FY2024,Criminal,Criminal,Stet,381,Disposition
2,Wicomico,FY2024,Criminal,Criminal,Guilty,470,Disposition
2,Wicomico,FY2024,Misc,Civil Citations,All Disposition Manner,88,Disposition
2,Wicomico,FY2024,Criminal,Criminal,Dismissed,6,Disposition
2,Wicomico,FY2024,Civil,Civil,All Judgements,4422,Disposition
2,Wicomico,FY2024,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,194,Disposition
2,Wicomico,FY2024,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,178,Disposition
2,Wicomico,FY2024,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,370,Disposition
2,Wicomico,FY2024,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,263,Disposition
2,Wicomico,FY2024,Motor Vehicle,Parking & Red Light,All Disposition Manner,42,Disposition
2,Wicomico,FY2024,Misc,Emergency Evaluations,Granted,59,Disposition
2,Wicomico,FY2025,Civil,Civil,ALL,7445,Filing
2,Wicomico,FY2025,Misc,Emergency Evaluations,ALL,74,Filing
2,Wicomico,FY2025,Misc,Civil Citations,ALL,46,Filing
2,Wicomico,FY2025,Misc,Municipal Infractions,ALL,83,Filing
2,Wicomico,FY2025,Criminal,Fugitive Warrants,ALL,89,Filing
2,Wicomico,FY2025,Landlord Tenant,Landlord Tenant,ALL,6282,Filing
2,Wicomico,FY2025,Criminal,Criminal,ALL,2503,Filing
2,Wicomico,FY2025,Motor Vehicle,Payable & Must Appear,ALL,9817,Filing
2,Wicomico,FY2025,Motor Vehicle,DUI/DWI,ALL,623,Filing
2,Wicomico,FY2025,Peace Order & Domestic Violence,Domestic Violence,ALL,646,Filing
2,Wicomico,FY2025,Peace Order & Domestic Violence,Peace Order ,ALL,400,Filing
2,Wicomico,FY2025,Motor Vehicle,Parking & Red Light,ALL,18,Filing
2,Wicomico,FY2025,Motor Vehicle,Payable & Must Appear,Tried,1667,Disposition
2,Wicomico,FY2025,Motor Vehicle,Payable & Must Appear,Paid,6012,Disposition
2,Wicomico,FY2025,Motor Vehicle,Payable & Must Appear,Miscellaneous,2326,Disposition
2,Wicomico,FY2025,Motor Vehicle,DUI/DWI,Probation Before Judgment,226,Disposition
2,Wicomico,FY2025,Motor Vehicle,DUI/DWI,Jury Trial Prayer,47,Disposition
2,Wicomico,FY2025,Motor Vehicle,DUI/DWI,Guilty,200,Disposition
2,Wicomico,FY2025,Motor Vehicle,DUI/DWI,Nolle Prosequi,94,Disposition
2,Wicomico,FY2025,Motor Vehicle,DUI/DWI,Other,13,Disposition
2,Wicomico,FY2025,Motor Vehicle,DUI/DWI,Not Guilty,21,Disposition
2,Wicomico,FY2025,Motor Vehicle,DUI/DWI,Stet,14,Disposition
2,Wicomico,FY2025,Criminal,Criminal,Stet,377,Disposition
2,Wicomico,FY2025,Criminal,Criminal,Jury Trial Prayer,104,Disposition
2,Wicomico,FY2025,Criminal,Criminal,Dismissed,4,Disposition
2,Wicomico,FY2025,Criminal,Criminal,Forwarded to Circuit Court,326,Disposition
2,Wicomico,FY2025,Criminal,Criminal,Other,18,Disposition
2,Wicomico,FY2025,Misc,Civil Citations,All Disposition Manner,33,Disposition
2,Wicomico,FY2025,Misc,Municipal Infractions,All Disposition Manner,100,Disposition
2,Wicomico,FY2025,Criminal,Criminal,Not Guilty,149,Disposition
2,Wicomico,FY2025,Criminal,Criminal,Guilty,568,Disposition
2,Wicomico,FY2025,Criminal,Criminal,Nolle Prosequi,757,Disposition
2,Wicomico,FY2025,Criminal,Criminal,Probation Before Judgment,194,Disposition
2,Wicomico,FY2025,Civil,Civil,All Judgements,4431,Disposition
2,Wicomico,FY2025,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,206,Disposition
2,Wicomico,FY2025,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,151,Disposition
2,Wicomico,FY2025,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,385,Disposition
2,Wicomico,FY2025,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,222,Disposition
2,Wicomico,FY2025,Motor Vehicle,Parking & Red Light,All Disposition Manner,18,Disposition
2,Worcester,FY2012,Criminal,Criminal,ALL,4261,Filing
2,Worcester,FY2012,Misc,Emergency Evaluations,ALL,11,Filing
2,Worcester,FY2012,Criminal,Fugitive Warrants,ALL,98,Filing
2,Worcester,FY2012,Civil,Civil,ALL,2887,Filing
2,Worcester,FY2012,Misc,Municipal Infractions,ALL,392,Filing
2,Worcester,FY2012,Misc,Civil Citations,ALL,1165,Filing
2,Worcester,FY2012,Misc,Forfeiture of Contraband,ALL,2,Filing
2,Worcester,FY2012,Landlord Tenant,Landlord Tenant,ALL,30,Filing
2,Worcester,FY2012,Motor Vehicle,Payable & Must Appear,ALL,17472,Filing
2,Worcester,FY2012,Motor Vehicle,DUI/DWI,ALL,871,Filing
2,Worcester,FY2012,Peace Order & Domestic Violence,Domestic Violence,ALL,217,Filing
2,Worcester,FY2012,Peace Order & Domestic Violence,Peace Order ,ALL,166,Filing
2,Worcester,FY2012,Motor Vehicle,Parking & Red Light,ALL,40,Filing
2,Worcester,FY2012,Motor Vehicle,Payable & Must Appear,Paid,12735,Disposition
2,Worcester,FY2012,Motor Vehicle,DUI/DWI,Probation Before Judgment,352,Disposition
2,Worcester,FY2012,Motor Vehicle,Payable & Must Appear,Miscellaneous,1558,Disposition
2,Worcester,FY2012,Motor Vehicle,Payable & Must Appear,Tried,2705,Disposition
2,Worcester,FY2012,Motor Vehicle,DUI/DWI,Guilty,355,Disposition
2,Worcester,FY2012,Motor Vehicle,DUI/DWI,Dismissed,4,Disposition
2,Worcester,FY2012,Motor Vehicle,DUI/DWI,Nolle Prosequi,77,Disposition
2,Worcester,FY2012,Motor Vehicle,DUI/DWI,Not Guilty,34,Disposition
2,Worcester,FY2012,Motor Vehicle,DUI/DWI,Stet,2,Disposition
2,Worcester,FY2012,Motor Vehicle,DUI/DWI,Other,16,Disposition
2,Worcester,FY2012,Criminal,Criminal,Stet,188,Disposition
2,Worcester,FY2012,Criminal,Criminal,Guilty,756,Disposition
2,Worcester,FY2012,Criminal,Criminal,Nolle Prosequi,1689,Disposition
2,Worcester,FY2012,Criminal,Criminal,Dismissed,16,Disposition
2,Worcester,FY2012,Criminal,Criminal,Forwarded to Circuit Court,351,Disposition
2,Worcester,FY2012,Misc,Municipal Infractions,All Disposition Manner,409,Disposition
2,Worcester,FY2012,Criminal,Criminal,Probation Before Judgment,775,Disposition
2,Worcester,FY2012,Criminal,Criminal,Other,27,Disposition
2,Worcester,FY2012,Misc,Civil Citations,All Disposition Manner,1306,Disposition
2,Worcester,FY2012,Criminal,Criminal,Jury Trial Prayer,92,Disposition
2,Worcester,FY2012,Criminal,Criminal,Not Guilty,206,Disposition
2,Worcester,FY2012,Civil,Civil,All Judgements,1872,Disposition
2,Worcester,FY2012,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,61,Disposition
2,Worcester,FY2012,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,57,Disposition
2,Worcester,FY2012,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,154,Disposition
2,Worcester,FY2012,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,104,Disposition
2,Worcester,FY2012,Motor Vehicle,Parking & Red Light,All Disposition Manner,40,Disposition
2,Worcester,FY2013,Criminal,Criminal,ALL,4914,Filing
2,Worcester,FY2013,Landlord Tenant,Landlord Tenant,ALL,43,Filing
2,Worcester,FY2013,Misc,Emergency Evaluations,ALL,11,Filing
2,Worcester,FY2013,Misc,Civil Citations,ALL,863,Filing
2,Worcester,FY2013,Misc,Municipal Infractions,ALL,171,Filing
2,Worcester,FY2013,Criminal,Fugitive Warrants,ALL,101,Filing
2,Worcester,FY2013,Civil,Civil,ALL,2773,Filing
2,Worcester,FY2013,Motor Vehicle,DUI/DWI,ALL,1056,Filing
2,Worcester,FY2013,Motor Vehicle,Payable & Must Appear,ALL,19130,Filing
2,Worcester,FY2013,Peace Order & Domestic Violence,Domestic Violence,ALL,201,Filing
2,Worcester,FY2013,Peace Order & Domestic Violence,Peace Order ,ALL,163,Filing
2,Worcester,FY2013,Motor Vehicle,Parking & Red Light,ALL,69,Filing
2,Worcester,FY2013,Motor Vehicle,DUI/DWI,Guilty,463,Disposition
2,Worcester,FY2013,Motor Vehicle,Payable & Must Appear,Miscellaneous,1876,Disposition
2,Worcester,FY2013,Motor Vehicle,Payable & Must Appear,Paid,13035,Disposition
2,Worcester,FY2013,Motor Vehicle,DUI/DWI,Other,15,Disposition
2,Worcester,FY2013,Motor Vehicle,DUI/DWI,Nolle Prosequi,88,Disposition
2,Worcester,FY2013,Motor Vehicle,Payable & Must Appear,Tried,2384,Disposition
2,Worcester,FY2013,Motor Vehicle,DUI/DWI,Probation Before Judgment,455,Disposition
2,Worcester,FY2013,Motor Vehicle,DUI/DWI,Not Guilty,36,Disposition
2,Worcester,FY2013,Motor Vehicle,DUI/DWI,Dismissed,3,Disposition
2,Worcester,FY2013,Motor Vehicle,DUI/DWI,Stet,1,Disposition
2,Worcester,FY2013,Misc,Civil Citations,All Disposition Manner,1007,Disposition
2,Worcester,FY2013,Criminal,Criminal,Other,22,Disposition
2,Worcester,FY2013,Criminal,Criminal,Nolle Prosequi,2034,Disposition
2,Worcester,FY2013,Criminal,Criminal,Guilty,796,Disposition
2,Worcester,FY2013,Criminal,Criminal,Jury Trial Prayer,85,Disposition
2,Worcester,FY2013,Criminal,Criminal,Dismissed,18,Disposition
2,Worcester,FY2013,Misc,Municipal Infractions,All Disposition Manner,312,Disposition
2,Worcester,FY2013,Criminal,Criminal,Stet,177,Disposition
2,Worcester,FY2013,Criminal,Criminal,Not Guilty,214,Disposition
2,Worcester,FY2013,Criminal,Criminal,Probation Before Judgment,818,Disposition
2,Worcester,FY2013,Criminal,Criminal,Forwarded to Circuit Court,375,Disposition
2,Worcester,FY2013,Civil,Civil,All Judgements,1810,Disposition
2,Worcester,FY2013,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,67,Disposition
2,Worcester,FY2013,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,69,Disposition
2,Worcester,FY2013,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,118,Disposition
